OBJECTID,STATEFP20,COUNTYFP20,TRACTCE20,BLKGRPCE20,GEOID20,NAMELSAD20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,Pop20,HH20,MHI20,DAC20,Shape__Area,Shape__Length
10872,06,111,008401,2,061110084012,Block Group 2,G5030,S,447532,0,1122,380,125595,N,657231.857463005,3418.95058145638
10873,06,111,008401,3,061110084013,Block Group 3,G5030,S,1189928,9582,2110,635,118920,N,1761351.20215577,7064.49593538235
10874,06,037,262604,2,060372626042,Block Group 2,G5030,S,2141763,0,1568,440,250001,N,3128289.33200488,11976.4958201669
10875,06,037,262604,4,060372626044,Block Group 4,G5030,S,382501,0,515,313,114917,N,558603.558088965,3909.63522508168
10876,06,037,265602,1,060372656021,Block Group 1,G5030,S,139559,0,879,499,0,Data Not Available,203859.82231038,1912.92311318087
10877,06,037,269601,1,060372696011,Block Group 1,G5030,S,62397,0,1076,295,61420,Y,91100.2544658,1248.70357865413
10878,06,037,269906,1,060372699061,Block Group 1,G5030,S,92900,0,1711,806,112798,N,135587.89114603,1748.05671005407
10879,06,037,271801,3,060372718013,Block Group 3,G5030,S,82085,0,716,412,44643,Y,119780.15551888,2349.90083954067
10880,06,037,275200,3,060372752003,Block Group 3,G5030,S,97046,1250,1210,559,71696,N,143370.283489965,1751.85046402833
10881,06,037,275500,1,060372755001,Block Group 1,G5030,S,178240,2300,1116,477,56696,Y,263312.844429705,2163.44584964426
10882,06,037,530102,4,060375301024,Block Group 4,G5030,S,356266,0,1166,426,16860,Y,519886.73327943,4235.37112125924
10883,06,037,530203,1,060375302031,Block Group 1,G5030,S,434847,0,1490,600,43284,Y,634709.471913315,4231.16625209324
10884,06,037,530204,1,060375302041,Block Group 1,G5030,S,353908,0,1743,469,62772,Y,516474.534207055,3612.70699827549
10885,06,037,530204,2,060375302042,Block Group 2,G5030,S,316019,0,2197,686,81492,N,461144.145657855,3132.0429603873
10886,06,037,310201,3,060373102013,Block Group 3,G5030,S,204286,0,1467,473,74861,N,299315.30701825,2274.676616026
10887,06,053,014500,3,060530145003,Block Group 3,G5030,S,886085,0,1729,732,75714,N,1379473.39891569,4997.95615632148
10888,06,053,014500,2,060530145002,Block Group 2,G5030,S,685918,0,2241,809,65404,N,1067917.22503587,4441.92154995485
10889,06,037,271902,1,060372719021,Block Group 1,G5030,S,253964,0,660,278,60250,Y,370552.66161263,2470.35822010172
10890,06,037,272202,1,060372722021,Block Group 1,G5030,S,170204,0,796,455,86563,N,248247.081505065,2553.71655471297
10891,06,095,252705,2,060952527052,Block Group 2,G5030,S,284449,0,959,273,83450,N,461960.82970452,3011.84720133946
10892,06,095,252705,1,060952527051,Block Group 1,G5030,S,299128,0,966,321,75458,N,485798.471041695,3102.80674970749
10893,06,037,502401,2,060375024012,Block Group 2,G5030,S,288124,0,1100,263,42349,Y,420042.264094845,2800.24008997341
10894,06,015,990000,0,060159900000,Block Group 0,G5030,S,0,454881619,0,0,0,Data Not Available,817918554.954365,266952.23216877
10895,06,095,253105,1,060952531051,Block Group 1,G5030,S,1075494,0,1894,622,76071,N,1751822.32197263,6484.96392203314
10896,06,095,253101,1,060952531011,Block Group 1,G5030,S,750911,0,700,229,105625,N,1223056.41907267,5890.67978603757
10897,06,095,252912,2,060952529122,Block Group 2,G5030,S,471605,0,709,192,132778,N,768106.757745975,4085.27857483084
10898,06,095,252911,2,060952529112,Block Group 2,G5030,S,1756378,13086,1006,613,64129,N,2883600.32274939,9653.43331826624
10899,06,083,001208,2,060830012082,Block Group 2,G5030,S,537430,143600,763,274,102222,N,1002733.5415059,6903.9547726943
10900,06,065,030700,2,060650307002,Block Group 2,G5030,S,441804,0,1986,703,43209,Y,643929.71978843,4008.45765583181
10901,06,065,030700,3,060650307003,Block Group 3,G5030,S,465952,0,560,233,103187,N,679071.859476875,3581.69861186155
10902,06,065,030700,4,060650307004,Block Group 4,G5030,S,348153,0,878,338,70313,N,507410.35212262,3045.31297237691
10903,06,065,030700,5,060650307005,Block Group 5,G5030,S,518026,0,982,307,99097,N,755132.797770165,4097.57970219117
10904,06,065,030800,1,060650308001,Block Group 1,G5030,S,301684,0,760,278,111500,N,439746.38635771,3449.08596469344
10905,06,083,001306,1,060830013061,Block Group 1,G5030,S,1208707,0,1863,624,105476,N,1780731.51760331,6902.25035379345
10906,06,083,001306,2,060830013062,Block Group 2,G5030,S,325192,0,1200,689,130664,N,479160.450668715,3292.34874861412
10907,06,073,019601,3,060730196013,Block Group 3,G5030,S,576799,0,2117,675,67232,N,826028.37933663,4690.16623995922
10908,06,037,120104,1,060371201041,Block Group 1,G5030,S,453888,0,2243,773,39922,Y,665543.479060205,3755.10810734868
10909,06,037,120105,2,060371201052,Block Group 2,G5030,S,252899,0,918,337,27679,Y,370918.98279303,3133.54124449029
10910,06,037,120107,1,060371201071,Block Group 1,G5030,S,59781,0,2056,526,30238,Y,87662.70419767,1293.64040674926
10911,06,037,120108,2,060371201082,Block Group 2,G5030,S,199582,5125,2602,789,37467,Y,300208.65185178,2281.83337227129
10912,06,037,121101,1,060371211011,Block Group 1,G5030,S,212842,0,1124,331,84205,N,312094.023434845,2769.1183060671
10913,06,037,121101,2,060371211012,Block Group 2,G5030,S,259410,0,2004,603,57227,Y,380381.160149355,3103.93009368308
10914,06,037,121102,2,060371211022,Block Group 2,G5030,S,1772863,0,555,250,45761,Y,2600818.24308399,6773.01092927294
10915,06,037,121222,1,060371212221,Block Group 1,G5030,S,92626,0,1618,398,41786,Y,135861.540802485,1552.85582359302
10916,06,037,121222,3,060371212223,Block Group 3,G5030,S,850536,0,1882,465,87813,N,1247347.957065,6135.87248099651
10917,06,037,122000,3,060371220003,Block Group 3,G5030,S,835523,254885,1122,344,83918,N,1598905.64304769,5709.53668821383
10918,06,037,122121,2,060371221212,Block Group 2,G5030,S,232423,0,1163,257,77644,N,340725.251727625,2376.64045284199
10919,06,037,122122,2,060371221222,Block Group 2,G5030,S,310010,0,1177,377,40260,Y,454501.43392122,3072.60314945759
10920,06,037,123304,3,060371233043,Block Group 3,G5030,S,117371,0,1119,651,26680,Y,171974.912128465,1685.88348755845
10921,06,037,123901,2,060371239012,Block Group 2,G5030,S,966884,0,1648,594,53700,Y,1416461.28525731,5545.56382572656
10922,06,037,123902,1,060371239021,Block Group 1,G5030,S,311785,0,1268,527,106125,N,456666.443632075,2992.01214484497
10923,06,037,124000,1,060371240001,Block Group 1,G5030,S,264666,4326,1279,574,38654,Y,393895.367689725,2633.12781172983
10924,06,037,124103,1,060371241031,Block Group 1,G5030,S,323950,0,1889,573,45598,Y,474619.222414775,2920.53832251531
10925,06,037,481712,2,060374817122,Block Group 2,G5030,S,282679,0,2538,813,0,Data Not Available,412967.22259851,2795.04505368027
10926,06,037,500202,5,060375002025,Block Group 5,G5030,S,3499053,11705,1292,424,154286,N,5116713.71940537,11030.1981905772
10927,06,037,500404,2,060375004042,Block Group 2,G5030,S,208266,0,743,267,91679,N,303878.333478385,2724.76172752184
10928,06,037,500404,3,060375004043,Block Group 3,G5030,S,415102,0,1209,308,76034,N,605644.752369305,3256.55243623582
10929,06,037,501001,1,060375010011,Block Group 1,G5030,S,331068,0,1791,369,105793,N,482789.166993575,3411.0737519416
10930,06,107,001400,1,061070014001,Block Group 1,G5030,S,24249161,0,875,378,42038,Y,37443971.5623525,26199.4925890767
10931,06,107,002500,2,061070025002,Block Group 2,G5030,S,65536994,0,1115,411,47386,Y,100803669.092296,70092.9236161492
10932,06,107,001400,4,061070014004,Block Group 4,G5030,S,18506854,0,548,219,0,Data Not Available,28525596.7453922,31948.7392403192
10933,06,107,004500,4,061070045004,Block Group 4,G5030,S,253236960,7367,1564,504,53065,Y,386373417.173234,101356.636400326
10934,06,107,002100,2,061070021002,Block Group 2,G5030,S,49639296,75948,1363,377,68125,N,76600550.6654789,40160.9488394201
10935,06,065,042624,1,060650426241,Block Group 1,G5030,S,2601618,0,3501,752,113056,N,3787532.3374168,7764.78772400221
10936,06,065,042730,2,060650427302,Block Group 2,G5030,S,2630563,0,614,210,71071,N,3814880.80530833,7792.7371221439
10937,06,107,002302,1,061070023021,Block Group 1,G5030,S,902665,0,1095,458,35156,Y,1389526.58132013,5679.84554974976
10938,06,107,002304,1,061070023041,Block Group 1,G5030,S,546057,0,1074,428,36667,Y,840511.396209485,3818.25932471127
10939,06,065,042731,2,060650427312,Block Group 2,G5030,S,1748933,0,2446,482,0,Data Not Available,2535817.47383059,7598.08136308261
10940,06,065,042733,1,060650427331,Block Group 1,G5030,S,396601,0,1124,274,107019,N,574032.809141315,4427.49515704713
10941,06,037,501001,2,060375010012,Block Group 2,G5030,S,385401,0,1570,397,59196,Y,562004.902090375,3616.20011792363
10942,06,037,430803,4,060374308034,Block Group 4,G5030,S,431889,0,1110,386,91111,N,631724.12384431,3774.53091719357
10943,06,037,431502,4,060374315024,Block Group 4,G5030,S,325321,0,671,301,86420,N,475696.722148775,3607.42162904407
10944,06,037,300301,1,060373003011,Block Group 1,G5030,S,4428953,16360,1125,445,79281,N,6522985.60857822,13821.4651063861
10945,06,037,302401,3,060373024013,Block Group 3,G5030,S,566607,0,1193,676,116923,N,828952.37775442,4674.26414646901
10946,06,037,302506,2,060373025062,Block Group 2,G5030,S,706297,853,1437,557,82250,N,1034563.71177421,4978.37831101662
10947,06,037,310602,1,060373106021,Block Group 1,G5030,S,424073,0,1181,477,94125,N,621322.552594735,3376.73316545321
10948,06,065,042737,1,060650427371,Block Group 1,G5030,S,71581031,0,2912,780,110556,N,103606729.700745,57559.0095350285
10949,06,065,043206,3,060650432063,Block Group 3,G5030,S,1087870,0,2236,928,58854,Y,1571208.37619069,7657.80227999726
10950,06,107,003802,2,061070038022,Block Group 2,G5030,S,653052,0,1081,469,15275,Y,1001648.06076036,4686.85001360018
10951,06,107,003802,3,061070038023,Block Group 3,G5030,S,659093,0,629,327,17478,Y,1010902.86121556,4451.58203698175
10952,06,111,000903,3,061110009033,Block Group 3,G5030,S,1463356,0,1318,396,145313,N,2157722.79685199,5985.02048104434
10953,06,037,573003,1,060375730031,Block Group 1,G5030,S,401152,46959,1788,596,75476,N,650506.39384811,3324.52112939137
10954,06,037,576001,3,060375760013,Block Group 3,G5030,S,267714,0,2120,1360,74853,N,388407.654647145,2919.93022806993
10955,06,037,576301,3,060375763013,Block Group 3,G5030,S,122707,0,1613,596,46563,Y,178061.2237489,1704.06707324151
10956,06,037,576302,3,060375763023,Block Group 3,G5030,S,162251,0,1691,486,34059,Y,235458.719893685,1939.30120299797
10957,06,037,104204,2,060371042042,Block Group 2,G5030,S,2306894,3735,2059,457,83661,N,3393412.6580592,10181.8978716491
10958,06,037,106645,1,060371066451,Block Group 1,G5030,S,603822,0,1775,584,88750,N,886635.993925185,4671.7411206291
10959,06,037,403802,3,060374038023,Block Group 3,G5030,S,653205,0,3815,1022,72500,N,955090.513516815,3906.06021307965
10960,06,037,404201,1,060374042011,Block Group 1,G5030,S,473981,0,1371,423,39250,Y,693440.01493439,4805.69475311453
10961,06,037,405301,2,060374053012,Block Group 2,G5030,S,330207,0,1487,402,87900,N,482608.410584745,2837.47205066007
10962,06,037,269905,1,060372699051,Block Group 1,G5030,S,158302,0,1111,711,79960,N,231022.37787583,3046.30679941544
10963,06,037,502402,2,060375024022,Block Group 2,G5030,S,406130,0,1622,460,88000,N,592060.77946677,3463.32699443622
10964,06,037,502500,1,060375025001,Block Group 1,G5030,S,725870,0,1460,368,62361,Y,1057993.38380634,4376.87992201898
10965,06,037,406701,1,060374067011,Block Group 1,G5030,S,405558,0,1881,504,90375,N,592346.03469273,4092.8242253619
10966,06,037,128601,2,060371286012,Block Group 2,G5030,S,131280,0,2350,671,57221,Y,192294.29604119,1763.23139494633
10967,06,037,183701,2,060371837012,Block Group 2,G5030,S,248216,0,1352,489,73616,N,363003.358098235,2960.83085084706
10968,06,037,183810,2,060371838102,Block Group 2,G5030,S,258491,0,2106,785,68633,N,377996.750778515,2732.29594578941
10969,06,037,186202,2,060371862022,Block Group 2,G5030,S,221778,0,1253,433,73125,N,324414.148112415,2633.05489317622
10970,06,037,186301,1,060371863011,Block Group 1,G5030,S,1043475,0,1140,387,115066,N,1526421.75302655,6723.42078032641
10971,06,037,186302,1,060371863021,Block Group 1,G5030,S,541135,0,1318,500,76818,N,791485.634819965,4442.25141989681
10972,06,037,186401,2,060371864012,Block Group 2,G5030,S,718718,0,828,291,42375,Y,1051231.49168732,6498.91581507875
10973,06,037,502500,2,060375025002,Block Group 2,G5030,S,2981316,108070,2706,766,74500,N,4504163.72472395,9824.69720981799
10974,06,065,030900,1,060650309001,Block Group 1,G5030,S,5443354,70291,1320,358,60870,Y,8034338.97649314,15325.1744740024
10975,06,065,030900,2,060650309002,Block Group 2,G5030,S,713394,0,1883,478,78333,N,1039540.64400615,4024.81372558451
10976,06,065,031001,1,060650310011,Block Group 1,G5030,S,673498,0,2177,965,88105,N,981368.93663291,4921.78774219956
10977,06,065,031001,3,060650310013,Block Group 3,G5030,S,349684,0,360,210,17391,Y,509487.02065765,3054.23447142719
10978,06,065,031002,1,060650310021,Block Group 1,G5030,S,423135,0,1688,395,60694,Y,616507.320568855,3535.57889832321
10979,06,037,187102,2,060371871022,Block Group 2,G5030,S,1730603,211640,3231,1252,0,Data Not Available,2839847.86680346,12982.5436140968
10980,06,037,900103,2,060379001032,Block Group 2,G5030,S,9375445,4216,2085,521,52969,Y,13886460.9361111,15785.2995227476
10981,06,037,900104,1,060379001041,Block Group 1,G5030,S,5043870,0,1773,516,51713,Y,7462418.35382199,12000.378346346
10982,06,037,900104,2,060379001042,Block Group 2,G5030,S,22919363,106672,1683,434,51838,Y,34044483.9020583,27235.6808259911
10983,06,037,900505,2,060379005052,Block Group 2,G5030,S,654503,0,1731,580,31739,Y,970122.087097855,3941.9112816692
10984,06,037,900506,1,060379005061,Block Group 1,G5030,S,654607,0,1849,541,68162,N,970273.57225571,3930.81628832285
10985,06,037,900506,2,060379005062,Block Group 2,G5030,S,653141,0,2271,774,49375,Y,968268.88441634,3955.96805234434
10986,06,037,900608,1,060379006081,Block Group 1,G5030,S,984436,0,2216,687,67917,N,1459836.27825642,5980.34192575929
10987,06,113,010701,3,061130107013,Block Group 3,G5030,S,228549,0,656,383,51466,Y,374230.094870915,2592.47846305862
10988,06,113,010703,2,061130107032,Block Group 2,G5030,S,500573,0,1443,485,126094,N,819783.414767095,3898.74961857567
10989,06,113,010704,1,061130107041,Block Group 1,G5030,S,857147,0,2800,887,77083,N,1403682.5394231,5506.75382257631
10990,06,113,010701,1,061130107011,Block Group 1,G5030,S,947632,0,1410,432,123269,N,1551869.05690758,6210.92493712111
10991,06,113,010800,1,061130108001,Block Group 1,G5030,S,650244,0,1474,487,45179,Y,1068830.43586134,4134.30321416232
10992,06,037,900609,1,060379006091,Block Group 1,G5030,S,1294493,0,989,359,29792,Y,1920226.58065035,5893.03437971908
10993,06,037,920115,1,060379201151,Block Group 1,G5030,S,535707,0,768,255,174904,N,789493.95432666,3717.38640694684
10994,06,037,920116,1,060379201161,Block Group 1,G5030,S,383274,0,520,190,84907,N,565567.667197135,3049.41256940749
10995,06,037,920118,1,060379201181,Block Group 1,G5030,S,652778,0,1658,593,114659,N,962330.43744464,4458.06581603009
10996,06,037,701802,2,060377018022,Block Group 2,G5030,S,264514,0,1095,504,102167,N,385985.011798385,2726.15807757198
10997,06,037,702201,4,060377022014,Block Group 4,G5030,S,171923,0,684,478,92611,N,250840.491906685,2103.98884554466
10998,06,037,702202,1,060377022021,Block Group 1,G5030,S,148593,0,851,487,122708,N,216767.608063325,2294.15027043971
10999,06,037,600304,1,060376003041,Block Group 1,G5030,S,188728,0,1877,520,0,Data Not Available,274871.42829982,2185.40460232329
11000,06,037,600400,3,060376004003,Block Group 3,G5030,S,265508,0,1025,371,55938,Y,386690.33000005,2803.23482567274
11001,06,037,600602,1,060376006021,Block Group 1,G5030,S,690276,0,2795,704,48173,Y,1005493.17541706,3995.91361889382
11002,06,037,600911,2,060376009112,Block Group 2,G5030,S,415453,0,2460,689,64826,N,605705.59346307,3692.54674287878
11003,06,037,601212,1,060376012121,Block Group 1,G5030,S,151503,0,1866,525,69963,N,220772.0863083,2158.3765323492
11004,06,037,601212,2,060376012122,Block Group 2,G5030,S,152774,0,1459,420,42557,Y,222607.56085067,1887.8786201093
11005,06,037,700801,1,060377008011,Block Group 1,G5030,S,128341,0,1101,592,0,Data Not Available,187547.162542165,2205.39617731972
11006,06,037,700901,3,060377009013,Block Group 3,G5030,S,208683,0,718,338,84643,N,304833.892313845,3131.74033099795
11007,06,037,701000,3,060377010003,Block Group 3,G5030,S,233411,0,900,365,110469,N,340929.81040346,2620.48214137524
11008,06,037,701304,2,060377013042,Block Group 2,G5030,S,377696,0,1954,867,104740,N,551295.1150442,3293.23989814712
11009,06,037,553902,3,060375539023,Block Group 3,G5030,S,418096,0,2090,564,55694,Y,608215.104124165,3491.32960585425
11010,06,037,554203,3,060375542033,Block Group 3,G5030,S,162126,0,1048,392,33750,Y,235830.345554635,2424.34358509314
11011,06,037,554204,1,060375542041,Block Group 1,G5030,S,292919,0,2563,726,44241,Y,426134.772644445,2848.70658795459
11012,06,037,554204,2,060375542042,Block Group 2,G5030,S,366439,0,2142,959,31806,Y,533052.96711963,4147.73275074846
11013,06,037,554302,2,060375543022,Block Group 2,G5030,S,363146,0,2135,568,42457,Y,528159.55236742,3024.24590288322
11014,06,037,554521,3,060375545213,Block Group 3,G5030,S,1618628,56293,1755,629,83155,N,2436369.78597046,8136.55969163578
11015,06,037,554522,3,060375545223,Block Group 3,G5030,S,652336,0,2294,632,96250,N,948299.06697961,4353.55959005832
11016,06,077,003106,1,060770031061,Block Group 1,G5030,S,492816,0,1583,681,54388,Y,794993.03238363,3992.11352344226
11017,06,077,003106,3,060770031063,Block Group 3,G5030,S,775090,253528,1793,748,76923,N,1659175.29761634,5506.46082687118
11018,06,073,017047,1,060730170471,Block Group 1,G5030,S,650267,0,2273,677,152070,N,925384.967650205,4282.74614872912
11019,06,073,017051,2,060730170512,Block Group 2,G5030,S,551592,0,2107,902,98843,N,786452.08594077,3722.69252087313
11020,06,073,017051,3,060730170513,Block Group 3,G5030,S,1115579,0,2065,705,119635,N,1590732.31907459,6115.72138084389
11021,06,073,017403,4,060730174034,Block Group 4,G5030,S,693654,0,1240,489,150281,N,989798.297120695,4134.7623711198
11022,06,073,017702,2,060730177022,Block Group 2,G5030,S,348437,316932,1243,440,152667,N,949808.19840381,5645.26415224754
11023,06,073,017813,1,060730178131,Block Group 1,G5030,S,926756,101802,1594,731,109390,N,1469499.54786336,5427.68426500948
11024,06,073,019905,3,060730199053,Block Group 3,G5030,S,2327851,0,2905,973,68177,N,3330315.08499813,9518.26917383514
11025,06,077,003108,1,060770031081,Block Group 1,G5030,S,543746,226374,1545,565,80464,N,1242522.67789072,5044.85205332779
11026,06,077,003109,1,060770031091,Block Group 1,G5030,S,1089124,43265,1004,318,37992,Y,1827070.03497005,5633.86028082669
